title,scene_id,season,episode,scene_number,episode_title,character,characters_involved,given_circumstances,full_dialogue,scene_arc,motivation,internal_thoughts,reflection,importance,pleasure,arousal,dominance
Pam and Roy plan a return trip to the Poconos for President's Day; Jim overhears | domestic planning as exclusion,S2E14-SC33,2,14,33,The Secret,Jim,"Jim, Pam, Roy",Pam and Roy are talking about their recent vacation. Jim is in earshot but has no lines in this scene.,"Pam: [to Roy in Jim's earshot] ...back so soon.
Roy: We can go back in, like, a couple of weeks maybe.
Pam: Yeah, right.
Roy: Okay, maybe another month, like, maybe for, like President's Day or something.
Pam: Yeah, that's right.  We could do a three-day weekend.  I wonder if I could, like, call in sick on the Friday.  Then I get a four-day weekend.",Pam and Roy casually plan a return trip to the Poconos for President's Day weekend. Pam considers calling in sick to extend it to four days. Jim is nearby but does not speak.,To not react visibly to what he's hearing.,They're planning a return trip. President's Day. Four-day weekend. She's calling in sick. They have plans. In specific calendar form. With enthusiasm.,I was right there. That's what I was right there for.,6,-0.8,0.6,-0.6
Pam and Roy continue talking; Jim retreats to the bathroom | exit as survival,S2E14-SC35,2,14,35,The Secret,Jim,"Jim, Pam, Roy",Pam and Roy are still nearby. Jim removes himself.,"Pam: [to Roy as Jim escapes into bathroom] Are you kidding?
Roy: No.",Pam and Roy continue a conversation Jim cannot hear the content of. Jim slips away to the bathroom. Pam and Roy's exchange is mundane — a small affirmation between them.,To remove himself from the situation cleanly.,Bathroom. Bathroom is a valid destination. I'm going there now.,I left. That was the right move.,4,-0.6,0.4,0.1
Jim asks Ryan if he's interested in Kelly; Ryan asks Jim to find out her intentions; each uses the other | relay established,S2E14-SC42,2,14,42,The Secret,Jim,"Jim, Ryan","Jim is in the back area. He approaches Ryan on Kelly's behalf, as he was pressured to do.","Jim: Hey!
Ryan: What's up?
Jim: Nothing much.  Let me ask you something.  It's actually little awkward.
Jim: What do you think of Kelly?
Ryan: I don't know.  Depends if you like a little junk in ... [notices camera] Umm... She's really cool.
Ryan: Did she say something?
Jim: She said lots of things.
Ryan: Do you know if she's looking for a long-term thing or if she'd be cool just hangin' out?
Jim: I have no idea.
Ryan: Can you find out?
Jim: Yeah.  Sure.",Jim asks Ryan about Kelly per Kelly's request. Ryan asks Jim to find out Kelly's intentions per his own interest. Both deploy Jim as an intermediary simultaneously. Jim is now running both sides of the relay.,To execute Kelly's request while trying to do it as quickly as possible.,"He likes her. He corrected himself on camera — that's telling. He wants me to find out what she's looking for. Now I'm running both directions. I said yeah, sure. I can do this. This is fine.",I'm running the relay both ways now. This seemed avoidable thirty minutes ago.,5,0.2,0.5,0.4
"Jim calls a woman named Brenda from the corporate directory and asks her out on a voicemail | action taken, watched by Kelly",S2E14-SC47,2,14,47,The Secret,Jim,"Jim, Kelly",Jim is in the back area with Kelly. He makes a phone call. This follows his brooding over Pam's vacation plans.,"Jim: [on phone] Hey, Brenda.  This is, uh, Jim Halpert from the boat.  And I got your number from the corporate directory and, well, I was assuming that you probably gave it to them because you wanted me to ask you out, right?  Um, so gimme a call back.  You can get my number from said directory, um, or just check your e-mail 'cause I just sent you one.  Yikes.  Uh... give me a call back, I hope.  I'll talk to you later. Bye.
Kelly: You just asked a girl out on the phone!
Jim: Yep.",Jim calls a woman named Brenda he met on a boat — apparently from the corporate directory — and leaves an awkward but earnest voicemail asking her out. Kelly witnesses the whole thing and names it. Jim confirms with a single word.,To do something. To move. To stop looking at Pam's desk.,Brenda. From the boat. Corporate directory. I'm calling. The voicemail was rough. I said yikes on the voicemail. Kelly saw all of it. I said yep. I did do that.,I did something. That is different from not doing something. I'll see what happens.,7,0.3,0.7,0.2
Pam leaves Jim a voicemail about missing him with Michael at his desk | intimacy through absence,S2E14-SC50,2,14,50,The Secret,Jim,"Jim, Pam",Jim is in the back. Pam is stuck at the front desk with Michael in her eyeline. She calls Jim's voicemail.,"Jim's voicemail: You have seven unheard messages.
Pam: [voicemail message for Jim] Hey, Jim.  It's Pam.  I keep looking up to say something to you and then Michael's there and it's horrible.  Anyway, I'm bored.  Come back!",Pam leaves Jim a voicemail saying she keeps looking up to talk to him but Michael is there. She says it's horrible and asks him to come back. This begins a series of voicemails across the episode.,To hear the voicemails when he checks them.,Seven unheard messages. All from Pam. She keeps looking up and finding Michael. She says it's horrible. She said come back.,She called seven times. She missed me.,7,0.7,0.6,0.5
Kelly notices Jim browsing Poconos hotels and segues into lavender tops; Jim escapes for food | incidental wound,S2E14-SC60,2,14,60,The Secret,Jim,"Jim, Kelly",Jim is at the back computer. He has a Poconos hotel on screen.,"Kelly: That looks, cool, where is that?
Kelly: That hotel, it looks so romantic.
Jim: Oh, just somewhere in the Poconos. I was just surfing.
Kelly: I went with my parents to the Shadowbrook Farm once. That was also really romantic. Oh, my God, I wish a boy would take me there. I would need a fun new top. You know what a great color is on me? Lavender, actually.
Jim: Just give me one second. I'm just gonna grab something to eat.",Kelly notices Jim is looking at a Poconos hotel and calls it romantic. Jim deflects. Kelly pivots to her own Poconos memory and a lavender top. Jim exits for food.,To not explain why he's looking at Poconos hotels.,I was looking at the Poconos hotel. Kelly noticed. I said just surfing. She told me about lavender. I left. That was the right call.,She didn't push. I got out. I was looking at the hotel where Pam went with Roy. That's what I was doing.,5,-0.2,0.4,0.2
Jim gets Toby to silently confirm the desk allergy was Kelly; Toby refuses to elaborate | solidarity acknowledged,S2E14-SC61,2,14,61,The Secret,Jim,"Jim, Toby",Jim has now spent a full day near Kelly. He approaches Toby.,"Jim: Hey.
Toby: Hey.
Jim: So, you used to share that cubicle with Kelly, right?
Toby: Mmm-hmm.
Jim: And then you just changed desks, right?
Toby: Yeah.
Jim: To one without a cubicle.
Jim: So, you just couldn't take it anymore, huh?
Toby: What are you talking about?
Jim: So, that's how it's gonna be.
Toby: Yeah.","Jim asks Toby about the desk move. Toby confirms the facts but refuses to break. Jim asks if he just couldn't take it anymore. Toby says 'what are you talking about,' which is a refusal to confirm. Jim accepts this as confirmation. Toby confirms the refusal.",To get Toby to confirm that Kelly is the desk allergy.,I know the answer. I want Toby to say it. He confirmed the facts of the move. He denied the Kelly interpretation. He denied it in a way that is actually a confirmation. So that's how it's gonna be. He said yeah.,Toby confirmed by refusing to confirm. I understand completely.,4,0.4,0.3,0.6
Dwight says the women being together will get them on the same cycle and wreak havoc on plumbing | confidently wrong biology,S2E15-SC7,2,15,7,Boys and Girls,Jim,"Dwight, Jim",Dwight and Jim are watching the conference room from outside.,"Dwight: It's a terrible idea.
Jim: What is?
Dwight: Them in there all together. If they stay in there too long they're going to get on the same cycle. Wreak havoc on our plumbing.",Dwight expresses his concern about synchronized cycles and plumbing consequences. Jim absorbs this.,To receive Dwight's reasoning.,He said same cycle. Plumbing. He's serious. He's completely serious.,He said wreak havoc on our plumbing.,3,-0.3,0.5,0
Michael introduces the warehouse on camera; Darryl names his real fear; Michael creates Ram as the Brangelina of Roy and Pam; Kevin warns Jim about Roy | warehouse arrival,S2E15-SC14,2,15,14,Boys and Girls,Jim,"Darryl, Jim, Kevin, Michael, Roy",Michael has led the men to the warehouse and is narrating the experience. Roy works here. Jim is in the group.,"Michael: So let's meet the warehouse! Let's get some shots. Pan around there. This is Darryl, one of our warehouse staff. Darryl, what is your biggest fear?
Darryl: My biggest fear is that someone will distract us from getting all the shipments out on time.
Michael: You know, Darryl is actually the Foreman here and not Roy, which is cool. There's Roy riding the big rig. So Roy is actually going to be marrying Pam sometime this summer. And... uh, she's our receptionist. Sort of a Brangelina thing.
Roy: Why?
Michael: Brangelina is the Brad Pitt and Angelina... Roy...
Roy: I don't understand.
Michael: Roy and Pam. It's a Ram. It's a Ram thing.
Kevin: [talking to Jim] I bet Roy heard about you liking Pam. I bet he'll try to beat you up.
Jim: Thanks for the head's up, Kev.
Kevin: I've got your back if he does. But try to stay out of it.","Darryl's 'biggest fear' is a direct reference to Michael's behavior. Michael invents Ram as the celebrity couple name for Roy and Pam. Roy doesn't understand. Kevin warns Jim that Roy has heard about his crush and may want to fight, then advises Jim to try to stay out of it.",To receive Kevin's warning without showing anything.,"Kevin just told me Roy heard about the crush. Kevin is offering backup but also telling me to stay out of it. Roy is right there. I said thanks for the heads up, Kev. Very helpful.",Kevin heard a rumor and told me about it in front of Roy. Thanks for that.,6,-0.4,0.7,-0.2
Roy tells Jim the crush rumor ended a long time ago — they're cool; Jim confirms five times; Roy says he's glad Pam has a work friend | relief and concealment,S2E15-SC18,2,15,18,Boys and Girls,Jim,"Jim, Kevin, Roy",Roy has heard there's a rumor that Jim used to have a crush on Pam. Jim knows this is happening and is bracing for it.,"Roy: Jim... Halpert. Hey uh, I, uh, you know heard there's a rumor going around about you used to have a crush on Pam.
Jim: Oh, no, no. No.
Roy: No, it's cool, because I know you're a good guy. And I know that that crush ended a long time ago, so... you know. We're cool, right?
Jim: Yeah. Nope. Yeah. Definitely.
Roy: You know, it's great with me cause that way, glad she has a friend at work she can get through the day with. She's not all bap bap bap bap when she gets home.
Jim: Yeah. I like talking to her too.
Roy: So, we're cool, right?
Jim: Yes. Yeah.
Roy: All right.
Jim: Yep. Cool, man.
Roy: Sweet.
Kevin: [blows a sigh of relief]",Roy brings up the crush rumor and immediately reassures Jim it's fine because the crush ended a long time ago. Jim says yeah nope yeah definitely. Roy says he's glad Pam has a friend to get through the day with so she doesn't come home bap bap bap. Jim says I like talking to her too. Kevin exhales.,To confirm something that isn't true in a way that keeps Roy from looking closer.,He said the crush ended a long time ago. He handed me the cover. Yeah nope yeah definitely. We're cool. He said he's glad she has someone to get through the day with. She's not bap bap bap at home. I said I like talking to her too. That part was true. Roy is satisfied. Kevin is relieved. I'm not.,I said yeah nope yeah definitely. Roy gave me the cover and I took it. I like talking to her too — that's the only true sentence I said.,8,-0.2,0.7,0
